NEA_GrantNumber,NEA_FiscalYear,NEA_Office,NEA_Grantee,NEA_GranteeWebsite,NEA_GranteeAddressLine1,NEA_GranteeAddressLine2,NEA_GranteeCity,NEA_GranteeState,NEA_GranteeZipcode,NEA_GranteeLatitude,NEA_GranteeLongitude
11-3100-7201,2011,Music,University of Oregon,www.oregonbachfestival.com,5219 University of Oregon,Research Services & Admin,Eugene,OR,97403-5219,44.042006,-123.074789
11-3400-7069,2011,Media Arts,Outpost Artists Resources,www.outpostedit.org,1665 Norman St,,Ridgewood,NY,11385-5702,40.696842,-73.901564
11-5500-7093,2011,Folk & Traditional Arts,"Florida Department of State, Division of Historical Resources",flheritage.com,500 S. Bronough Street,,Tallahassee,FL,32399-0250,30.438073,-84.284399
11-4200-7036,2011,Design,Northern Michigan University,http://art.nmu.edu/department/museum/,1401 Presque Isle Avenue,Grants & Research Office,Marquette,MI,49855-5301,46.55675,-87.396258
11-5500-7094,2011,Folk & Traditional Arts,"Jeh Kulu Dance and Drum Theater, Inc.",,P.O. Box 8574,,Burlington,VT,05402-8574,44.480805,-73.213629
11-3200-7185,2011,Theater,"National Black Touring Circuit, Inc. (aka: NBTC)",,790 RIVERSIDE DRIVE,SUITE #3E,New York,NY,10032-7442,40.834664,-73.94746
11-3200-7186,2011,Theater,Montana State University,www.montana.edu/shakespeare,Office of Grants & Contracts,P.O. Box 172470,Bozeman,MT,59717-2470,45.667969,-111.049966
11-5400-7104,2011,Presenting,California State University Chico Research Foundation,www.csuchico.edu/resp,Research & Sponsored Programs,Building 25,Chico,CA,95929-0246,39.730109,-121.842558
11-5200-7160,2011,Literature,University of Texas at Dallas,www.literarytranslators.org,Office of Sponsored Projects,800 W. Campbell Rd.,Richardson,TX,75080-3021,32.967352,-96.745101
11-3300-7166,2011,Dance,Indian Performing Arts Samskriti (aka: Samskriti),www.samskritihouston.org,8030 Oakington St,,Houston,TX,77071-2021,29.658484,-95.519153
11-5500-7095,2011,Folk & Traditional Arts,Velaslavasay Panorama,panoramaonview.org,1122 West 24th Street,,Los Angeles,CA,90007-1724,34.034367,-118.284705
11-4200-7037,2011,Design,"Alpha Workshops, Inc.",www.alphaworkshops.org,245 West 29th Street,Floor 14,New York,NY,10001-5208,40.748416,-73.994214
11-3300-7167,2011,Dance,Robert L. Reed Tap Heritage Institute (aka: Saint Louis Tap Festival),www.tapheritage.org,4579 Laclede Ave  #305,,Saint Louis,MO,63108-2103,38.640175,-90.2613
11-5400-7105,2011,Presenting,Degenerate Art Ensemble,www.degenerateartensemble.com,210 NW Bowdoin Place,,Seattle,WA,98107-4941,47.654864,-122.359343
11-2800-7038,2011,Musical Theater,"La Compagnia de' Colombari, Inc (aka: Compagnia de' Colombari)",www.colombari.org,"PO Box 17, Village Station",,New York,NY,10014-0017,40.733315,-74.00466
11-3600-7056,2011,Opera,"Center City Opera Theater, Inc (aka: Center City Opera Theater)",www.operatheater.org,PO BOX 63848,,Philadelphia,PA,19147-7848,39.936202,-75.153056
11-3200-7188,2011,Theater,Compass Health Care,www.compasshc.org,2475 N. Jackrabbit,,Tucson,AZ,85745-1208,32.251822,-111.006899
11-4100-7084,2011,Visual Arts,Escondido Arts Partnership (aka: Escondido Arts Partnership Municipal Gallery),esconarts@nctimes.net,262 East Grand Avenue,,San Diego,CA,92025-2803,33.122838,-117.079306
11-3200-7189,2011,Theater,National Constitution Center,www.constitutioncenter.org,525 Arch Street,,Philadelphia,PA,19106-1514,39.952648,-75.148907
11-5200-7161,2011,Literature,"Lighthouse Writers Workshop, Inc. (aka: Lighthouse Writers Workshop)",www.lighthousewriters.org,1515 Race Street,,Denver,CO,80206-1307,39.740374,-104.963474
11-4200-7038,2011,Design,American Planning Association,www.planning.org,1030 15th Street NW,Suite 750 W,Washington,DC,20005-1503,38.902844,-77.034593
11-4400-7099,2011,Museum,Brigham Young University,orca.byu.edu,A-285 ASB,ORCA,Provo,UT,84602-1400,40.248011,-111.64905
11-4200-7040,2011,Design,"Louisiana's Old State Capitol Foundation, Inc.",,100 North Blvd.,,Baton Rouge,LA,70801-1502,30.447039,-91.190065
11-3600-7057,2011,Opera,Wolf Trap Foundation for the Performing Arts,,1645 Trap Road,,Vienna,VA,22182-2064,38.932057,-77.266186
11-5200-7162,2011,Literature,American Library Association,www.ala.org,50 E. Huron St.,,Chicago,IL,60611-2795,41.894902,-87.62633
11-3200-7191,2011,Theater,"Theatre Development Fund, Inc. (aka: TDF)",www.tdf.org,520 Eighth Avenue,Suite 801,New York,NY,10018-6507,40.753503,-73.992495
11-4100-7085,2011,Visual Arts,Abington Art Center,www.abingtonartcenter.org,515 Meetinghouse Road,,Jenkintown,PA,19046-2964,40.09279,-75.117634
11-5400-7106,2011,Presenting,"Issue Project Room, Inc. (aka: ISSUE Project Room)",issueprojectroom.org,22 Boerum Place,,Brooklyn,NY,11201-5011,40.690957,-73.989436
11-3200-7192,2011,Theater,Washington Area Performing Arts Video Archive (aka: WAPAVA),www.wapava.org,PO Box 7582,,Arlington,VA,22207-7582,38.901198,-77.123684
11-4100-7086,2011,Visual Arts,Santa Fe Art Institute,www.sfai.org,P.O. Box 24044,,Santa Fe,NM,87502-4044,35.687452,-105.937164
11-5500-7097,2011,Folk & Traditional Arts,"Allegheny Echoes, Inc.",,RR2 Box 128-M,,Marlinton,WV,24954-9613,38.225246,-80.092128
11-3200-7193,2011,Theater,"Hudson Vagabond Puppets, Incorporated (aka: Hudson Vagabond Puppets)",www.hvpuppets.org,P.O. Box 131,,Blauvelt,NY,10913-0131,41.066672,-73.960945
11-3200-7194,2011,Theater,LA Stage Alliance,LAStageAlliance.com or LAStageBlog.com,644 S. Figueroa St.,,Los Angeles,CA,90017-3411,34.049959,-118.259297
11-2800-7039,2011,Musical Theater,"Lyric Theatre of Oklahoma, Inc. (aka: Lyric Theatre)",www.lyrictheatreokc.com,1727 NW 16th Street,,Oklahoma City,OK,73106-2067,35.486044,-97.539437
11-5500-7098,2011,Folk & Traditional Arts,Mind-Builders Creative Arts Co. (aka: Mind-Builders),mind-builders.org,333 East 206th Street,,Bronx,NY,10467-4097,40.874936,-73.878446
11-5400-7107,2011,Presenting,"Brooklyn Academy of Music, Inc. (aka: BAM)",,30 Lafayette Avenue,,Brooklyn,NY,11217-1486,40.686864,-73.977727
11-5400-7108,2011,Presenting,Philadelphia Fringe Festival (aka: FringeArts),www.livearts-fringe.org,PO Box 30393,,Philadelphia,PA,19103-9383,39.951918,-75.172205
11-3200-7195,2011,Theater,Shakespeare - San Francisco (aka: The San Francisco Shakespeare Festival),www.sfshakes.org,P.O. Box 460937,,San Francisco,CA,94146-0937,37.751319,-122.433483
11-3100-7203,2011,Music,EastSide Arts Alliance,,PO Box 17008,2277 International Blvd,Oakland,CA,94601-7008,37.780464,-122.218343
11-3200-7196,2011,Theater,Trap Door Productions (aka: Trap Door Theatre),www.trapdoortheatre.com,1655 W. Cortland,,Chicago,IL,60622-1119,41.916089,-87.6695
11-5400-7111,2011,Presenting,"Asian American Arts Alliance, Inc. (aka: the Alliance)",www.aaartsalliance.org,20 Jay Street,Suite 740,Brooklyn,NY,11201-8352,40.704345,-73.986593
11-3400-7070,2011,Media Arts,"International Film Seminars, Inc. (aka: The Flaherty)",,"6 East 39th Street, 12th floor",,New York,NY,10016-0112,40.751362,-73.981751
11-3600-7058,2011,Opera,"Opera San Jose, Inc. (aka: Opera San Jose)",,2149 Paragon Drive,2149 Paragon Drive,San Jose,CA,95131-1312,37.387784,-121.908371
11-5500-7099,2011,Folk & Traditional Arts,Los Cenzontles Mexican Arts Center,www.loscenzontles.com,13108 San Pablo Avenue,,San Pablo,CA,94805-1311,37.950456,-122.332203
11-4400-7100,2011,Museum,"Luis A. Ferre Foundation, Inc. (aka: Museo de Arte de Ponce)",http://www.museoarteponce.org,PO Box 9027,,Ponce,PR,00732-9027,18.023474,-66.620419
11-5500-7100,2011,Folk & Traditional Arts,Hmong Cultural Center Inc.,www.hmongcc.org/,995 University Avenue,Suite 214,Saint Paul,MN,55104-4785,44.955808,-93.143434
11-3300-7168,2011,Dance,Crosspulse,www.crosspulse.com,668 42nd Street,,Oakland,CA,94609-0338,37.831604,-122.268671
11-5400-7112,2011,Presenting,Foundation for World Arts (aka: World Festival of Sacred Music-Los Angeles),www.festivalofsacredmusic.org,12200 Lawler Street,,Los Angeles,CA,90066-1908,34.012885,-118.437446
11-3200-7197,2011,Theater,Old Globe Theatre (aka: The Old Globe),www.TheOldGlobe.org,P.O. Box 122171,,San Diego,CA,92112-2171,32.714838,-117.15742
11-3100-7205,2011,Music,"Outpost Productions, Inc.",www.outpostspace.org,PO Box 4543,,Albuquerque,NM,87196-4543,35.080638,-106.619531
11-4100-7088,2011,Visual Arts,"Glass Art Society, Inc. (aka: GAS)",,6512 23rd Ave NW,,Seattle,WA,98117-5728,47.676303,-122.385315
11-3100-7206,2011,Music,"Transart & Cultural Services, Inc. (aka: Transart)",www.transartinc.org,P.O. Box 148,,West Park,NY,12493-0148,41.794839,-73.960127
11-5500-7101,2011,Folk & Traditional Arts,Khmer Arts Academy (aka: Khmer Arts),www.khmerarts.org,"375 Redondo Avenue, Suite 156",,Long Beach,CA,90814-8130,33.770774,-118.152435
11-3200-7198,2011,Theater,National Asian American Theatre Company (aka: NAATCO),www.naatco.org,"520 8th Avenue, Suite 308",,New York,NY,10018-8644,40.753503,-73.992495
11-3100-7207,2011,Music,Thelonious Monk Institute of Jazz,,"5225 Wisconsin Avenue, NW",Suite 605,Washington,DC,20015-2024,38.958086,-77.084339
11-3100-7208,2011,Music,San Diego Youth Symphony & Conservatory (aka: SDYS),www.sdys.org,1650 El Prado,#207A,San Diego,CA,92101-1684,32.73149,-117.148916
11-3200-7199,2011,Theater,Autry National Center of the American West (aka: The Autry),www.theautry.org,4700 Western Heritage Way,,Los Angeles,CA,90027-1462,34.148837,-118.282254
11-3100-7209,2011,Music,Community Musicworks (aka: CMW),www.communitymusicworks.org,1392 Westminster Street,,Providence,RI,02909-1628,41.816495,-71.432184
11-3400-7071,2011,Media Arts,Northwest Documentary Arts & Media (aka: NW Documentary),www.nwdocumentary.org,115 SW Ash Street,Suite 620,Portland,OR,97204-3561,45.521807,-122.671636
11-3200-7200,2011,Theater,Playhouse Arts (aka: Arcata Playhouse),www.arcataplayhouse.org,1251-9th Street,,Arcata,CA,95521-1251,40.870045,-124.091492
11-5500-7105,2011,Folk & Traditional Arts,"Mainstreet Uptown Butte, Inc.",www.mainstreetbutte.org,66 W. Park Street,Suite 211,Butte,MT,59701-1726,46.012691,-112.537092
11-5200-7163,2011,Literature,"Seattle Arts and Lectures, Inc. (aka: SAL)",www.lectures.org,105 South Main Street,Suite 201,Seattle,WA,98104-3417,47.600026,-122.334019
11-4100-7089,2011,Visual Arts,"Artspace, Inc. (aka: Artspace)",www.artspacenh.org,50 Orange St,,New Haven,CT,06510-0000,41.30429,-72.92516
11-5200-7164,2011,Literature,"Writers Room, Inc.",www.writersroom.org,740 Broadway,,New York,NY,10003-9566,40.729755,-73.993069
11-3100-7210,2011,Music,Santa Fe Desert Chorale (aka: Desert Chorale),www.desertchorale.org,311 East Palace Avenue,,Santa Fe,NM,87501-2221,35.686525,-105.933271
11-5200-7165,2011,Literature,"Grub Street, Inc. (aka: Grub Street)",www.grubstreet.org,162 Boylston Street,5th Floor,Boston,MA,02116-4620,42.352504,-71.066683
11-5200-7166,2011,Literature,Voices UnBroken,www.voicesunbroken.org,1414 Metropolitan Avenue,2nd Floor,Bronx,NY,10462-7443,40.835829,-73.860925
11-5500-7107,2011,Folk & Traditional Arts,Kentucky Historical Society,history.ky.gov,100 West Broadway,,Frankfort,KY,40601-1931,38.198551,-84.874361
11-3600-7059,2011,Opera,"Boston Lyric Opera Company, Inc. (aka: Boston Lyric Opera)",www.blo.org,11 Avenue de Lafayette,,Boston,MA,02111-1736,42.353107,-71.060633
11-4400-7101,2011,Museum,Louise Wells Cameron Art Museum (aka: Cameron Art Museum),www.cameronartmuseum.com,3201 South 17th Street,,Wilmington,NC,28412-6554,34.175921,-77.908825
11-6200-7036,2011,Local Arts Agencies,LexArts (aka: Lexington Arts & Cultural Council),www.lexarts.org,161 North Mill Street,,Lexington,KY,40507-1125,38.04921,-84.497424
11-3100-7211,2011,Music,Pittsburgh Symphony Society (aka: Pittsburgh Symphony Orchestra),www.pittsburghsymphony.org,600 Penn Avenue Heinz Hall,,Pittsburgh,PA,15222-3259,40.442721,-80.002143
11-3100-7212,2011,Music,Rhode Island Philharmonic Orchestra & Music School,www.riphil.org,667 Waterman Avenue,,East Providence,RI,02914-1712,41.81495,-71.353801
11-4400-7102,2011,Museum,Conservation Center for Art and Historic Artifacts (aka: CCAHA),,264 South 23rd Street,,Philadelphia,PA,19103-5530,39.949394,-75.178869
11-4100-7091,2011,Visual Arts,"Samuel S. Fleisher Art Memorial, Inc. (aka: Fleisher)",,719 Catharine Street,,Philadelphia,PA,19147-2811,39.939018,-75.155012
11-6200-7037,2011,Local Arts Agencies,"Lower Manhattan Cultural Council, Inc. (aka: LMCC)",www.lmcc.net,"125 Maiden Lane, 2nd Floor",,New York,NY,10038-4731,40.706211,-74.006088
11-3200-7201,2011,Theater,Chicago Children's Theatre,www.chicagochildrenstheatre.org,1464 N. Milwaukee,Second Floor,Chicago,IL,60622-9225,41.908432,-87.67446
11-5400-7113,2011,Presenting,Painted Bride Art Center,www.paintedbride.org,230 Vine Street,,Philadelphia,PA,19106-1213,39.955729,-75.14358
11-2800-7041,2011,Musical Theater,Weston Playhouse Theatre,,703 Main Street,,Weston,VT,05161-5501,43.29304,-72.79088
11-3200-7202,2011,Theater,Chicago Shakespeare Theater,,800 East Grand Avenue on Navy,Pier,Chicago,IL,60611-5461,41.892184,-87.605248
11-3200-7203,2011,Theater,Hudson Valley Shakespeare Festival (aka: HVSF),hvshakespeare.org,140 Main Street,,Cold Spring,NY,10516-2819,41.418849,-73.956701
11-5400-7114,2011,Presenting,"Harvestworks, Inc.",www.harvestworks.org and www.nyeaf.org,596 Broadway Suite 602,,New York,NY,10012-3396,40.725188,-73.996961
11-3200-7204,2011,Theater,"Drama League of New York, Inc. (aka: The Drama League)",www.dramaleague.org,520 8th Avenue,Suite 320,New York,NY,10018-8655,40.753503,-73.992495
11-5400-7115,2011,Presenting,FirstWorks,www.first-works.org,270 Westminster Street,,Providence,RI,02903-3433,41.82247,-71.413185
11-3200-7205,2011,Theater,American Theatre Wing Inc.,www.americantheatrewing.org,"570 Seventh Avenue, Suite 501",,New York,NY,10018-1603,40.755129,-73.987646
11-3300-7170,2011,Dance,"Gotham Dance, Inc. (aka: Bebe Miller Company)",,140 Second Avenue Suite 404,,New York,NY,10003-8384,40.728965,-73.987357
11-3600-7060,2011,Opera,"Sarasota Opera Association, Inc. (aka: Sarasota Opera)",www.sarasotaopera.org,61 North Pineapple Avenue,,Sarasota,FL,34236-5706,27.336823,-82.543192
11-4100-7092,2011,Visual Arts,Public Art Fund Inc. (aka: Public Art Fund),www.publicartfund.org,1 East 53 Street,,New York,NY,10022-4200,40.760353,-73.975647
11-6200-7039,2011,Local Arts Agencies,"Brooklyn Arts Council, Inc. (aka: BAC)",,55 Washington Street,Suite 218,Brooklyn,NY,11201-1074,40.702707,-73.989586
11-5200-7167,2011,Literature,"Writers and Books, Inc. (aka: Writers & Books)",www.wab.org,740 University Ave.,,Rochester,NY,14607-1259,43.155284,-77.582907
11-5400-7116,2011,Presenting,theater et al inc. (aka: The Chocolate Factory Theater),chocolatefactorytheater.org,5-49 49th Avenue,,Long Island City,NY,11101-5610,40.750589,-73.939349
11-5200-7168,2011,Literature,Montana Committee for the Humanities (aka: Humanities Montana),www.humanitiesmontana.org,311 Brantly Hall,,Missoula,MT,59812-7848,46.862599,-113.980979
11-4100-7093,2011,Visual Arts,"Cool Culture, Inc. (aka: Cool Culture)",www.coolculture.org,"80 Hanson Place, Suite 604",,Brooklyn,NY,11217-1508,40.685491,-73.974377
11-5400-7117,2011,Presenting,"Americas Society, Inc.",WWW.AMERICAS-SOCIETY.ORG,680 Park Avenue,,New York,NY,10065-5072,40.768655,-73.96577
11-4100-7094,2011,Visual Arts,National Council on Education for the Ceramic Arts (aka: NCECA),www.nceca.net,77 Erie village Square,Suite 280,Erie,CO,80516-6996,40.040783,-105.040842
11-5200-7169,2011,Literature,"Kundiman, Inc.",www.kundiman.org,P.O. Box 4248,,Sunnyside,NY,11104-0248,40.744719,-73.920251
11-3400-7073,2011,Media Arts,"Scribe Video Center, Inc.",www.scribe.org,4212 Chestnut Street,3rd Floor,Philadelphia,PA,19104-6414,39.956151,-75.206556
11-5400-7118,2011,Presenting,"New Haven International Festival of Arts & Ideas, Inc. (aka: International Festival of Arts & Ideas; Arts)",www.artidea.org,"195 Church Street, 12th floor",,New Haven,CT,06510-4012,41.308088,-72.924262
11-4200-7046,2011,Design,openhousenewyork inc. (aka: OHNY),www.ohny.org,115 West 27th Street,9th floor,New York,NY,10001-6217,40.745686,-73.991566
11-3300-7171,2011,Dance,Dance Ring (aka: New York Theatre Ballet),www.nytb.org,30 East 31 Street,,New York,NY,10016-6825,40.745776,-73.984154
11-3300-7172,2011,Dance,Philadelphia Dance Company (aka: PHILADANCO),www.philadanco.org,9 North Preston Street,Philadanco Way,Philadelphia,PA,19104-2210,39.957797,-75.203433
11-6200-7040,2011,Local Arts Agencies,Arts Council Silicon Valley,www.artscouncil.org,"4 N Second Street, Suite 500",,San Jose,CA,95113-1324,37.336846,-121.889622
11-5200-7170,2011,Literature,Mercantile Library Association of the City of New York (aka: The Center for Fiction),www.centerforfiction.org,17 E. 47th Street,,New York,NY,10017-1920,40.756323,-73.9777
11-3200-7206,2011,Theater,"Williamstown Theatre Foundation, Inc. (aka: Williamstown Theatre Festival)",www.wtfestival.org,PO Box 517,,Williamstown,MA,01267-0517,42.698374,-73.225161
11-3200-7207,2011,Theater,Child's Play Touring Theatre,www.cptt.org,2518 W. Armitage Ave.,,Chicago,IL,60647-4325,41.917571,-87.690915
11-3100-7216,2011,Music,"Rockport Music, Inc. (aka: RCMF)",www.rockportmusic.org,P.O. Box 312,,Rockport,MA,01966-0312,42.657177,-70.617785
11-3100-7217,2011,Music,"Lawrence Children's Choir, Inc.",www.lawrencechildrenschoir.org,PO Box 4173,,Lawrence,KS,66046-1173,38.938421,-95.237984
11-3100-7218,2011,Music,Saint Louis Symphony Orchestra (aka: STL Symphony),www.slso.org,718 North Grand Boulevard,,Saint Louis,MO,63103-1011,38.640271,-90.230641
11-3200-7208,2011,Theater,"Appalshop, Inc.",www.appalshop.org,91 Madison Ave,,Whitesburg,KY,41815-9317,37.116769,-82.821725
11-3300-7173,2011,Dance,Jazz Tap Ensemble Inc. (aka: Jazz Tap Ensemble),jtensemble@aol.com,1416 Westwood Blvd. #207,,Los Angeles,CA,90024-4954,34.055087,-118.441552
11-3300-7174,2011,Dance,National Institute of Flamenco (aka: Do NOT change to Ritmo - see Diane),www.nationalinstituteofflamenco.org,214 Gold Ave SW,,Albuquerque,NM,87102-3320,35.083264,-106.6497
11-5500-7109,2011,Folk & Traditional Arts,"New York Folklore Society, Inc.",www.nyfolklore.org,PO Box 764,,Schenectady,NY,12301-0764,42.815592,-73.939148
11-5400-7120,2011,Presenting,Maui Arts & Cultural Center (aka: MACC),www.mauiarts.org,One Cameron Way,,Kahului,HI,96732-1137,20.89434,-156.444789
11-3100-7219,2011,Music,"JazzReach Performing Art & Education Association (aka: JazzReach, Inc.)",www.jazzreach.org,45 Main Street,Suite 728,Brooklyn,NY,11201-1076,40.702775,-73.990649
11-4100-7095,2011,Visual Arts,Midway Contemporary Art (aka: MIDWAY),www.midwayart.org,527 Second Ave. SE,,Minneapolis,MN,55414-1103,44.988618,-93.251596
11-5400-7121,2011,Presenting,"Old Town School of Folk Music, Inc. (aka: Old Town School of Folk Music)",www.oldtownschool.org,4544 N. Lincoln Avenue,,Chicago,IL,60625-9803,41.963992,-87.685512
11-5400-7122,2011,Presenting,"Open Channels New York, Inc. (aka: Dixon Place)",www.dixonplace.org,161A Chrystie Street,Ground Floor,New York,NY,10002-2885,40.720536,-73.992697
11-3200-7209,2011,Theater,Nashville Shakespeare Festival,www.nashvilleshakes.org,161 Rains Avenue,,Nashville,TN,37203-5330,36.13419,-86.764798
11-3300-7176,2011,Dance,"Dance Films Association, Inc. (aka: DFA)",www.dancefilms.org,"48 West 21st St, Suite 907",,New York,NY,10010-6989,40.740896,-73.992047
11-5400-7123,2011,Presenting,"Arts Boston, Inc. (aka: ArtsBoston)",www.artsboston.org,"31 St. James Avenue, Suite 360",,Boston,MA,02116-4130,42.350736,-71.071496
11-4400-7105,2011,Museum,New York State Historical Association (aka: Fenimore Art Museum),,5798 State Highway 80 Lake Rd,Po Box 800,Cooperstown,NY,13326-0800,42.708411,-74.912401
11-3200-7211,2011,Theater,"Lexington Children's Theatre, Inc. (aka: Lexington Children's Theatre)",www.lctonstage.org,418 W Short Street,,Lexington,KY,40507-1206,38.0496,-84.499304
11-3100-7220,2011,Music,Mercury Baroque Ensemble (aka: Mercury),,"2311 Canal Street, Suite 202",,Houston,TX,77003-1565,29.757685,-95.346057
11-3100-7221,2011,Music,"Conspirare, Inc. (aka: Conspirare - Craig Hella Johnson & Company of)",conspirare.org,505 E. Huntland Drive,Suite 155,Austin,TX,78752-3717,30.331075,-97.70822
11-3300-7177,2011,Dance,"Gotham Arts Exchange, Inc. (aka: Zia Artists (the professional booking departm)",,"168 West 123rd Street, Apt B",,New York,NY,10027-5510,40.807224,-73.948281
11-3100-7222,2011,Music,Baltimore Symphony Orchestra Inc. (aka: BSO),www.BSOmusic.org,1212 Cathedral Street,,Baltimore,MD,21201-5556,39.30356,-76.618444
11-3200-7212,2011,Theater,California Shakespeare Theater (aka: Cal Shakes),www.calshakes.org,701 Heinz Avenue,,Berkeley,CA,94710-2732,37.852961,-122.294476
11-5200-7171,2011,Literature,"Rattapallax, Incorporated",,217 Thompson Street,Suite 353,New York,NY,10012-1361,40.729059,-73.999147
11-5400-7124,2011,Presenting,University Musical Society (aka: UMS),www.ums.org,881 North University Avenue,,Ann Arbor,MI,48109-1011,42.2787,-83.738294
11-3200-7213,2011,Theater,"Horizon Theatre Company, Inc. (aka: Horizon Theatre)",www.horizontheatre.com,P.O. Box 5376,,Atlanta,GA,31107-0376,33.768099,-84.358968
11-3300-7178,2011,Dance,"Cunningham Dance Foundation, Inc. (aka: Merce Cunningham Dance Company)",www.merce.org,55 Bethune Street,,New York,NY,10014-1791,40.736951,-74.008416
11-5500-7110,2011,Folk & Traditional Arts,Washington State Historical Society,,1911 Pacific Avenue,,Tacoma,WA,98402-3109,47.24395,-122.436278
11-3300-7179,2011,Dance,Dallas Black Dance Theatre,www.dbdt.com,P.O. Box 131290,,Dallas,TX,75313-1290,32.783364,-96.798494
11-3300-7180,2011,Dance,"Pick Up Performance Company, Inc. (aka: Pick Up Performance Co(s))",,440 W. 34th Street #5B,,New York,NY,10001-2327,40.754003,-73.997801
11-5400-7126,2011,Presenting,"Fractured Atlas Productions, Inc. (aka: Fractured Atlas)",www.fracturedatlas.org,248 W 35th Street,10th Floor,New York City,NY,10001-2505,40.752218,-73.991438
11-3100-7225,2011,Music,"Bargemusic, Ltd. (aka: Bargemusic)",www.bargemusic.org,Fulton Ferry Landing,,Brooklyn,NY,11201-1303,40.694145,-73.991865
11-5200-7172,2011,Literature,Asia Society,www.asiasociety.org,725 Park Avenue,,New York,NY,10021-5088,40.769938,-73.964496
11-5400-7127,2011,Presenting,"Rhizome Communications, Inc. (aka: Rhizome)",www.rhizome.org,235 Bowery,,New York,NY,10002-1218,40.722209,-73.99321
11-5500-7111,2011,Folk & Traditional Arts,"Los Pleneros de la 21, Inc. (aka: Pleneros 21, LP21)",www.losplenerosdela21.org,1680 Lexington Avenue,Room 209,New York,NY,10029-4603,40.791748,-73.946657
11-3200-7215,2011,Theater,"Imagination Workshop, Inc.",www.imaginationworkshop.org,c/o UCLA Semel Institute,760 Westwood Plz Ste C8-151,Los Angeles,CA,90024-5055,34.062259,-118.441494
11-3100-7226,2011,Music,"Fort Worth Symphony Orchestra Association, Inc. (aka: FWSO)",fwsymphony.org,330 East Fourth Street,Suite 200,Fort Worth,TX,76102-4019,32.755429,-97.329196
11-3100-7227,2011,Music,"Cantus, Inc.",,1221 Nicollet Ave.,Suite 231,Minneapolis,MN,55403-2535,44.971771,-93.276555
11-3100-7228,2011,Music,"From the Top, Inc. (aka: From the Top)",www.fromthetop.org,295 Huntington Avenue,Suite 201,Boston,MA,02115-4433,42.34159,-71.08649
11-6200-7041,2011,Local Arts Agencies,"Arts Council of Greater Baton Rouge, Inc.",www.artsbr.org,427 Laurel St.,,Baton Rouge,LA,70801-1810,30.450435,-91.186728
11-5200-7173,2011,Literature,Virginia Foundation for the Humanities and Public Policy,,145 Ednam Drive,,Charlottesville,VA,22903-4629,38.05077,-78.541768
11-3100-7229,2011,Music,Other Minds,www.otherminds.org,"333 Valencia Street, Suite 303",,San Francisco,CA,94103-3547,37.767561,-122.422129
11-3300-7181,2011,Dance,Ballet Arizona,www.balletaz.org,3645 E. Indian School Road,,Phoenix,AZ,85016-5126,33.495137,-112.003001
11-3200-7216,2011,Theater,"Teatro Avante, Inc.",www.teatroavante.com,"744 S.W. 8th St., Second Floor",,Miami,FL,33130-3311,25.766002,-80.206539
11-3300-7182,2011,Dance,"New York Chinese Cultural Center, Inc. (aka: Dance China NY)",www.nychineseculturalcenter.org,"390 Broadway, 2nd Floor",,New York,NY,10013-3555,40.718337,-74.002756
11-5400-7129,2011,Presenting,"National Guild for Community Arts Education, Inc. (aka: National Guild for Community Arts Education)",www.nationalguild.org,520 8th Avenue,Suite 302,New York,NY,10018-8906,40.753503,-73.992495
11-4100-7096,2011,Visual Arts,Solo Foundation (aka: formerly French Studio of Performing Arts),www.daylightmagazine.org,"230 W. 38th St., 9th Floor",,New York,NY,10018-5803,40.753918,-73.989764
11-3200-7217,2011,Theater,Theatre Bay Area (aka: TBA),www.theatrebayarea.org,"1663 Mission St., Suite 525",,San Francisco,CA,94103-2487,37.7711,-122.41961
11-3200-7218,2011,Theater,Theatre Bay Area (aka: TBA),www.theatrebayarea.org,"1663 Mission St., Suite 525",,San Francisco,CA,94103-2487,37.7711,-122.41961
11-5200-7174,2011,Literature,Library Foundation of Los Angeles,www.lfla.org,630 West Fifth Street,,Los Angeles,CA,90071-2002,34.050464,-118.254281
11-5400-7131,2011,Presenting,"Haleakala, Inc. (aka: The Kitchen)",,512 West 19th Street,,New York,NY,10011-2807,40.745574,-74.006773
11-3100-7230,2011,Music,"Sphinx Organization, Inc. (aka: Sphinx Organization)",www.SphinxMusic.org,400 Renaissance Center,Suite 2550,Detroit,MI,48243-1679,42.329951,-83.040388
11-4100-7098,2011,Visual Arts,"Transformer, Inc. (aka: Transformer)",,1404 P Street NW,,Washington,DC,20005-1908,38.909631,-77.032303
11-4200-7047,2011,Design,Architecture for Humanity,architectureforhumanity.org,848 Folsom Street,,San Francisco,CA,94107-1173,37.781178,-122.402272
11-5500-7114,2011,Folk & Traditional Arts,National Council for the Traditional Arts (aka: NCTA),www.ncta.net,"1320 Fenwick Lane, Suite 200",,Silver Spring,MD,20910-3569,38.998031,-77.030901
11-5400-7132,2011,Presenting,"New York Public Library, Astor, Lenox and Tilden Foundations (aka: The New York Public Library)",www.nypl.org,Stephen A. Schwarzman Building,Fifth Avenue & 42nd St,New York,NY,10018-2788,40.753672,-73.989085
11-5500-7115,2011,Folk & Traditional Arts,"Asian Americans United, Inc.",www.aaunited.org,1023 Callowhill Street,,Philadelphia,PA,19123-3704,39.958909,-75.156536
